Date,Category,Amount,Balance
2023-04-07,Utilities,-107.07,62345.06
2023-04-08,Healthcare,-188.64,62156.42
2023-04-09,Personal/Entertainment,-207.85,61948.57
2023-04-10,Housing,-1550.52,60398.05
2023-04-11,Groceries,-97.12,60300.93
2023-04-11,Housing,-1415.34,58885.590000000004
2023-04-13,Personal/Entertainment,-196.59,58689.00000000001
2023-04-14,Groceries,-107.17,58581.83000000001
2023-04-19,Personal/Entertainment,-39.96,58541.87000000001
2023-04-20,Housing,-1831.2,56710.67000000001
2023-04-20,Personal/Entertainment,-146.97,56563.70000000001
2023-04-20,Transportation,-32.61,56531.09000000001
2023-04-21,Personal/Entertainment,-145.38,56385.710000000014
2023-04-23,Housing,-1038.0,55347.710000000014
2023-04-23,Transportation,-52.19,55295.52000000001
2023-04-28,Groceries,-83.32,55212.20000000001
2023-04-28,Groceries,-92.06,55120.140000000014
2023-04-29,Personal/Entertainment,-127.86,54992.28000000001
2023-04-30,Personal/Entertainment,-130.54,54861.74000000001
2023-04-30,Transportation,-28.67,54833.070000000014
2023-05-01,Personal/Entertainment,-235.57,54597.500000000015
2023-05-01,Income,9281.21,63878.710000000014
2023-05-03,Housing,-1960.66,61918.05000000001
2023-05-03,Housing,-1936.09,59981.960000000014
2023-05-04,Groceries,-132.01,59849.95000000001
2023-05-05,Personal/Entertainment,-42.3,59807.65000000001
2023-05-06,Housing,-1022.11,58785.54000000001
2023-05-07,Personal/Entertainment,-52.5,58733.04000000001
2023-05-08,Groceries,-114.48,58618.560000000005
2023-05-08,Groceries,-140.84,58477.72000000001
2023-05-09,Housing,-1550.39,56927.33000000001
2023-05-09,Groceries,-53.36,56873.97000000001
2023-05-11,Groceries,-41.01,56832.96000000001
2023-05-12,Personal/Entertainment,-253.38,56579.58000000001
2023-05-15,Healthcare,-99.37,56480.21000000001
2023-05-16,Personal/Entertainment,-266.96,56213.25000000001
2023-05-19,Personal/Entertainment,-28.31,56184.94000000001
2023-05-19,Housing,-1888.33,54296.61000000001
2023-05-21,Utilities,-155.39,54141.22000000001
2023-05-22,Transportation,-72.55,54068.670000000006
2023-05-24,Insurance,-208.61,53860.060000000005
2023-05-25,Housing,-1038.84,52821.22000000001
2023-05-26,Healthcare,-364.2,52457.02000000001
2023-05-27,Groceries,-88.8,52368.22000000001
2023-05-27,Groceries,-110.68,52257.54000000001
2023-05-27,Groceries,-89.64,52167.90000000001
2023-05-29,Transportation,-40.92,52126.98000000001
2023-05-31,Groceries,-93.4,52033.58000000001
2023-05-31,Personal/Entertainment,-105.68,51927.90000000001
2023-06-01,Income,8649.59,60577.490000000005
2023-06-02,Personal/Entertainment,-70.0,60507.490000000005
2023-06-02,Housing,-1342.82,59164.670000000006
2023-06-03,Transportation,-42.74,59121.93000000001
2023-06-03,Personal/Entertainment,-73.9,59048.030000000006
2023-06-04,Insurance,-157.64,58890.39000000001
2023-06-06,Utilities,-225.44,58664.950000000004
2023-06-06,Transportation,-79.17,58585.780000000006
2023-06-08,Groceries,-66.18,58519.600000000006
2023-06-08,Utilities,-206.8,58312.8
2023-06-08,Insurance,-181.27,58131.530000000006
2023-06-11,Personal/Entertainment,-233.44,57898.090000000004
2023-06-11,Personal/Entertainment,-129.84,57768.25000000001
2023-06-12,Transportation,-44.29,57723.96000000001
2023-06-13,Groceries,-149.74,57574.22000000001
2023-06-14,Groceries,-75.04,57499.18000000001
2023-06-15,Transportation,-76.54,57422.64000000001
2023-06-18,Insurance,-227.99,57194.65000000001
2023-06-20,Healthcare,-358.8,56835.850000000006
2023-06-20,Groceries,-54.18,56781.670000000006
2023-06-20,Transportation,-58.78,56722.89000000001
2023-06-21,Transportation,-30.66,56692.23
2023-06-21,Personal/Entertainment,-209.37,56482.86
2023-06-24,Healthcare,-334.39,56148.47
2023-06-26,Personal/Entertainment,-250.3,55898.17
2023-06-26,Personal/Entertainment,-87.88,55810.29
2023-06-29,Transportation,-49.06,55761.23
2023-06-29,Personal/Entertainment,-104.45,55656.780000000006
2023-07-01,Income,7251.17,62907.950000000004
2023-07-04,Groceries,-57.27,62850.68000000001
2023-07-06,Healthcare,-366.09,62484.59000000001
2023-07-06,Groceries,-113.5,62371.09000000001
2023-07-06,Personal/Entertainment,-202.34,62168.750000000015
2023-07-09,Personal/Entertainment,-201.22,61967.53000000001
2023-07-09,Personal/Entertainment,-247.21,61720.320000000014
2023-07-09,Insurance,-232.46,61487.860000000015
2023-07-10,Transportation,-63.86,61424.000000000015
2023-07-12,Personal/Entertainment,-97.96,61326.040000000015
2023-07-19,Personal/Entertainment,-27.96,61298.080000000016
2023-07-20,Transportation,-32.17,61265.91000000002
2023-07-25,Groceries,-60.64,61205.27000000002
2023-07-26,Housing,-1498.4,59706.87000000002
2023-07-28,Groceries,-68.86,59638.01000000002
2023-07-30,Groceries,-118.45,59519.56000000002
2023-07-30,Personal/Entertainment,-167.99,59351.57000000002
2023-07-30,Personal/Entertainment,-213.64,59137.93000000002
2023-08-01,Income,8200.05,67337.98000000003
2023-08-03,Insurance,-190.78,67147.20000000003
2023-08-03,Utilities,-109.74,67037.46000000002
2023-08-03,Groceries,-91.22,66946.24000000002
2023-08-03,Utilities,-263.18,66683.06000000003
2023-08-05,Insurance,-218.03,66465.03000000003
2023-08-05,Personal/Entertainment,-104.18,66360.85000000003
2023-08-05,Housing,-1302.73,65058.120000000024
2023-08-06,Groceries,-82.98,64975.14000000002
2023-08-07,Groceries,-110.27,64864.870000000024
2023-08-07,Housing,-1264.25,63600.620000000024
2023-08-07,Groceries,-49.31,63551.31000000003
2023-08-07,Groceries,-118.62,63432.690000000024
2023-08-08,Housing,-1543.58,61889.11000000002
2023-08-08,Utilities,-150.47,61738.64000000002
2023-08-09,Personal/Entertainment,-86.1,61652.54000000002
2023-08-09,Groceries,-142.91,61509.63000000002
2023-08-13,Personal/Entertainment,-286.51,61223.12000000002
2023-08-13,Transportation,-72.66,61150.460000000014
2023-08-14,Utilities,-282.75,60867.710000000014
2023-08-15,Groceries,-146.86,60720.85000000001
2023-08-15,Insurance,-250.25,60470.60000000001
2023-08-15,Personal/Entertainment,-79.32,60391.28000000001
2023-08-17,Utilities,-202.39,60188.890000000014
2023-08-17,Personal/Entertainment,-247.94,59940.95000000001
2023-08-20,Transportation,-75.82,59865.13000000001
2023-08-20,Personal/Entertainment,-45.34,59819.790000000015
2023-08-20,Personal/Entertainment,-122.1,59697.69000000002
2023-08-21,Groceries,-115.59,59582.10000000002
2023-08-24,Transportation,-66.0,59516.10000000002
2023-08-24,Groceries,-84.84,59431.260000000024
2023-08-24,Groceries,-92.67,59338.590000000026
2023-08-27,Personal/Entertainment,-215.7,59122.89000000003
2023-08-29,Utilities,-158.0,58964.89000000003
2023-08-31,Groceries,-62.36,58902.53000000003
2023-08-31,Groceries,-123.19,58779.340000000026
2023-09-01,Income,8072.25,66851.59000000003
2023-09-01,Healthcare,-86.35,66765.24000000002
2023-09-01,Housing,-1162.74,65602.50000000003
2023-09-01,Personal/Entertainment,-84.76,65517.74000000003
2023-09-02,Groceries,-109.56,65408.18000000003
2023-09-04,Transportation,-42.61,65365.57000000003
2023-09-05,Groceries,-91.6,65273.97000000003
2023-09-07,Insurance,-274.83,64999.14000000003
2023-09-07,Groceries,-144.77,64854.37000000003
2023-09-08,Insurance,-186.03,64668.34000000003
2023-09-10,Housing,-1426.82,63241.52000000003
2023-09-10,Personal/Entertainment,-46.34,63195.18000000004
2023-09-11,Groceries,-91.52,63103.66000000004
2023-09-11,Personal/Entertainment,-22.7,63080.96000000004
2023-09-15,Groceries,-55.79,63025.17000000004
2023-09-16,Groceries,-83.9,62941.27000000004
2023-09-16,Personal/Entertainment,-201.56,62739.71000000004
2023-09-16,Housing,-1865.11,60874.60000000004
2023-09-18,Healthcare,-282.69,60591.91000000004
2023-09-22,Groceries,-102.57,60489.34000000004
2023-09-22,Personal/Entertainment,-47.49,60441.85000000004
2023-09-23,Healthcare,-219.61,60222.24000000004
2023-09-23,Personal/Entertainment,-145.12,60077.12000000004
2023-09-24,Groceries,-145.65,59931.47000000004
2023-09-24,Personal/Entertainment,-36.59,59894.88000000004
2023-09-25,Personal/Entertainment,-285.62,59609.26000000004
2023-09-25,Utilities,-117.97,59491.29000000004
2023-09-26,Housing,-1209.23,58282.060000000034
2023-09-27,Groceries,-122.35,58159.710000000036
2023-09-30,Groceries,-96.31,58063.40000000004
2023-10-01,Personal/Entertainment,-195.23,57868.170000000035
2023-10-01,Groceries,-57.5,57810.670000000035
2023-10-01,Income,8799.43,66610.10000000003
2023-10-03,Housing,-1083.0,65527.100000000035
2023-10-06,Transportation,-50.48,65476.62000000003
2023-10-07,Personal/Entertainment,-25.92,65450.70000000003
2023-10-07,Housing,-1966.57,63484.130000000034
2023-10-09,Healthcare,-237.21,63246.920000000035
2023-10-10,Personal/Entertainment,-197.32,63049.600000000035
2023-10-12,Healthcare,-386.74,62662.86000000004
2023-10-13,Utilities,-279.39,62383.47000000004
2023-10-13,Personal/Entertainment,-264.0,62119.47000000004
2023-10-15,Healthcare,-271.26,61848.210000000036
2023-10-17,Housing,-1944.38,59903.83000000004
2023-10-17,Groceries,-62.8,59841.030000000035
2023-10-18,Transportation,-27.04,59813.990000000034
2023-10-19,Personal/Entertainment,-294.83,59519.16000000003
2023-10-20,Personal/Entertainment,-223.51,59295.65000000003
2023-10-20,Transportation,-33.3,59262.35000000003
2023-10-20,Groceries,-111.83,59150.520000000026
2023-10-25,Utilities,-121.08,59029.440000000024
2023-10-25,Utilities,-154.53,58874.910000000025
2023-10-26,Housing,-1601.11,57273.800000000025
2023-10-26,Transportation,-67.47,57206.33000000002
2023-10-26,Healthcare,-286.55,56919.78000000002
2023-10-27,Insurance,-191.0,56728.78000000002
2023-10-29,Groceries,-140.84,56587.940000000024
2023-10-30,Housing,-1135.29,55452.65000000002
2023-10-30,Personal/Entertainment,-106.48,55346.17000000002
2023-11-01,Transportation,-79.49,55266.68000000002
2023-11-01,Personal/Entertainment,-125.95,55140.730000000025
2023-11-01,Healthcare,-186.58,54954.15000000002
2023-11-01,Income,8783.63,63737.78000000002
2023-11-02,Personal/Entertainment,-289.19,63448.59000000002
2023-11-05,Personal/Entertainment,-291.48,63157.110000000015
2023-11-11,Groceries,-89.8,63067.31000000001
2023-11-11,Transportation,-42.38,63024.930000000015
2023-11-13,Personal/Entertainment,-289.8,62735.13000000001
2023-11-13,Personal/Entertainment,-266.23,62468.90000000001
2023-11-13,Personal/Entertainment,-221.51,62247.39000000001
2023-11-14,Groceries,-143.1,62104.29000000001
2023-11-16,Personal/Entertainment,-211.71,61892.58000000001
2023-11-16,Transportation,-35.24,61857.34000000001
2023-11-17,Groceries,-137.52,61719.820000000014
2023-11-19,Personal/Entertainment,-55.05,61664.77000000001
2023-11-20,Personal/Entertainment,-107.16,61557.61000000001
2023-11-20,Groceries,-145.15,61412.46000000001
2023-11-24,Personal/Entertainment,-81.64,61330.82000000001
2023-11-24,Personal/Entertainment,-133.01,61197.810000000005
2023-11-27,Groceries,-118.02,61079.79000000001
2023-11-27,Personal/Entertainment,-182.16,60897.630000000005
2023-11-28,Personal/Entertainment,-149.1,60748.530000000006
2023-11-28,Groceries,-54.39,60694.14000000001
2023-11-30,Groceries,-44.84,60649.30000000001
2023-12-01,Income,7559.28,68208.58000000002
2023-12-06,Personal/Entertainment,-278.32,67930.26000000001
2023-12-06,Personal/Entertainment,-271.52,67658.74000000002
2023-12-09,Personal/Entertainment,-23.63,67635.11000000002
2023-12-09,Personal/Entertainment,-86.62,67548.49000000002
2023-12-10,Personal/Entertainment,-80.66,67467.83000000002
2023-12-12,Personal/Entertainment,-66.84,67400.99000000002
2023-12-12,Utilities,-144.26,67256.73000000001
2023-12-15,Personal/Entertainment,-102.04,67154.69
2023-12-15,Personal/Entertainment,-186.06,66968.63
2023-12-16,Groceries,-119.08,66849.55000000002
2023-12-18,Personal/Entertainment,-143.56,66705.99000000002
2023-12-19,Healthcare,-293.66,66412.33000000002
2023-12-20,Transportation,-79.93,66332.40000000001
2023-12-22,Personal/Entertainment,-141.46,66190.94
2023-12-22,Personal/Entertainment,-142.34,66048.6
2023-12-23,Personal/Entertainment,-129.26,65919.34000000001
2023-12-25,Personal/Entertainment,-28.75,65890.59000000001
2023-12-26,Personal/Entertainment,-48.71,65841.88
2023-12-26,Groceries,-89.48,65752.40000000001
2023-12-29,Insurance,-175.03,65577.37000000001
2023-12-31,Transportation,-31.23,65546.14000000001
2024-01-01,Income,8041.65,73587.79000000001
2024-01-02,Healthcare,-56.85,73530.94
2024-01-03,Personal/Entertainment,-294.4,73236.54000000001
2024-01-03,Groceries,-93.81,73142.73000000001
2024-01-03,Groceries,-55.98,73086.75000000001
2024-01-04,Personal/Entertainment,-281.48,72805.27000000002
2024-01-04,Groceries,-119.56,72685.71000000002
2024-01-05,Transportation,-43.22,72642.49000000002
2024-01-05,Healthcare,-314.1,72328.39000000001
2024-01-06,Groceries,-131.42,72196.97000000002
2024-01-09,Housing,-1820.86,70376.11000000002
2024-01-11,Personal/Entertainment,-148.75,70227.36000000002
2024-01-12,Personal/Entertainment,-26.44,70200.92000000001
2024-01-15,Transportation,-77.75,70123.17000000001
2024-01-16,Groceries,-44.4,70078.77000000002
2024-01-17,Groceries,-94.65,69984.12000000001
2024-01-19,Personal/Entertainment,-226.21,69757.91
2024-01-19,Insurance,-193.78,69564.13
2024-01-24,Personal/Entertainment,-32.81,69531.32
2024-01-25,Personal/Entertainment,-259.42,69271.90000000002
2024-01-26,Personal/Entertainment,-128.22,69143.68000000002
2024-01-26,Groceries,-105.85,69037.83000000002
2024-01-27,Personal/Entertainment,-132.68,68905.15000000002
2024-01-28,Housing,-1076.95,67828.20000000001
2024-01-31,Transportation,-27.43,67800.77000000002
2024-02-01,Income,8995.94,76796.71000000002
2024-02-01,Groceries,-140.55,76656.16000000002
2024-02-03,Groceries,-98.07,76558.09000000001
2024-02-03,Personal/Entertainment,-262.87,76295.22000000002
2024-02-04,Personal/Entertainment,-43.51,76251.71000000002
2024-02-04,Healthcare,-207.21,76044.50000000001
2024-02-05,Personal/Entertainment,-214.63,75829.87000000001
2024-02-06,Personal/Entertainment,-163.85,75666.02
2024-02-06,Insurance,-205.43,75460.59000000001
2024-02-07,Personal/Entertainment,-144.04,75316.55000000002
2024-02-07,Personal/Entertainment,-100.6,75215.95000000001
2024-02-07,Utilities,-165.91,75050.04000000001
2024-02-08,Transportation,-70.05,74979.99
2024-02-08,Groceries,-79.83,74900.16
2024-02-08,Personal/Entertainment,-226.48,74673.68000000001
2024-02-10,Transportation,-55.66,74618.02
2024-02-10,Transportation,-33.42,74584.6
2024-02-12,Groceries,-61.4,74523.20000000001
2024-02-13,Transportation,-56.23,74466.97000000002
2024-02-13,Personal/Entertainment,-28.43,74438.54000000002
2024-02-14,Groceries,-81.16,74357.38000000002
2024-02-14,Groceries,-107.57,74249.81000000001
2024-02-20,Personal/Entertainment,-130.78,74119.03000000001
2024-02-20,Healthcare,-114.17,74004.86000000002
2024-02-20,Housing,-1416.43,72588.43000000002
2024-02-21,Personal/Entertainment,-116.8,72471.63000000002
2024-02-22,Groceries,-88.22,72383.41000000002
2024-02-25,Personal/Entertainment,-253.69,72129.72000000002
2024-02-27,Insurance,-277.37,71852.35000000002
2024-02-27,Utilities,-242.51,71609.84000000003
2024-02-27,Groceries,-82.81,71527.03000000003
2024-02-28,Personal/Entertainment,-118.8,71408.23000000003
2024-03-01,Income,9422.07,80830.30000000002
2024-03-03,Transportation,-63.55,80766.75000000001
2024-03-04,Personal/Entertainment,-197.85,80568.90000000001
2024-03-04,Groceries,-135.32,80433.58
2024-03-05,Utilities,-288.26,80145.32
2024-03-05,Housing,-1178.45,78966.87000000001
2024-03-06,Housing,-1504.8,77462.07
2024-03-07,Personal/Entertainment,-194.26,77267.81000000001
2024-03-07,Personal/Entertainment,-202.8,77065.01000000001
2024-03-10,Housing,-1971.77,75093.24
2024-03-11,Personal/Entertainment,-37.8,75055.44
2024-03-11,Transportation,-54.53,75000.91
2024-03-17,Insurance,-177.99,74822.92
2024-03-19,Housing,-1439.27,73383.65
2024-03-22,Transportation,-29.85,73353.79999999999
2024-03-29,Utilities,-146.49,73207.30999999998
2024-03-31,Personal/Entertainment,-196.03,73011.27999999998
2024-04-01,Income,7908.31,80919.58999999998
2024-04-04,Personal/Entertainment,-22.81,80896.77999999998
2024-04-05,Personal/Entertainment,-199.23,80697.54999999999
2024-04-07,Healthcare,-205.22,80492.32999999999
2024-04-09,Transportation,-57.45,80434.87999999999
2024-04-11,Groceries,-136.39,80298.48999999999
2024-04-12,Personal/Entertainment,-50.11,80248.37999999999
2024-04-15,Groceries,-126.28,80122.09999999999
2024-04-15,Groceries,-97.35,80024.74999999999
2024-04-18,Utilities,-133.65,79891.09999999999
2024-04-18,Housing,-1269.31,78621.79
2024-04-19,Transportation,-55.83,78565.95999999999
2024-04-20,Transportation,-24.86,78541.09999999999
2024-04-25,Groceries,-99.36,78441.73999999999
2024-04-25,Healthcare,-213.48,78228.26
2024-04-27,Housing,-1926.86,76301.4
2024-04-28,Transportation,-35.9,76265.5
2024-04-28,Personal/Entertainment,-179.08,76086.42
2024-04-30,Groceries,-42.87,76043.55
2024-05-01,Income,9397.76,85441.31
2024-05-02,Transportation,-34.22,85407.09
2024-05-07,Utilities,-275.39,85131.7
2024-05-07,Personal/Entertainment,-133.76,84997.94
2024-05-08,Personal/Entertainment,-36.82,84961.12
2024-05-09,Housing,-1004.26,83956.86
2024-05-13,Personal/Entertainment,-152.8,83804.06
2024-05-14,Personal/Entertainment,-159.44,83644.62
2024-05-15,Personal/Entertainment,-48.34,83596.28
2024-05-15,Housing,-1984.55,81611.73
2024-05-16,Transportation,-69.58,81542.15
2024-05-16,Groceries,-120.25,81421.9
2024-05-16,Personal/Entertainment,-193.16,81228.73999999999
2024-05-17,Groceries,-105.74,81122.99999999999
2024-05-17,Groceries,-118.36,81004.63999999998
2024-05-20,Personal/Entertainment,-131.54,80873.09999999999
2024-05-22,Groceries,-53.44,80819.65999999999
2024-05-25,Transportation,-33.28,80786.37999999999
2024-05-25,Personal/Entertainment,-174.49,80611.88999999998
2024-05-26,Transportation,-72.93,80538.95999999999
2024-05-28,Personal/Entertainment,-258.36,80280.59999999999
2024-05-31,Transportation,-72.62,80207.98
2024-05-31,Groceries,-79.13,80128.84999999999
2024-06-01,Utilities,-226.42,79902.43
2024-06-01,Income,8270.27,88172.7
2024-06-04,Personal/Entertainment,-220.56,87952.14
2024-06-04,Utilities,-136.45,87815.69
2024-06-05,Insurance,-189.42,87626.27
2024-06-06,Personal/Entertainment,-186.58,87439.69
2024-06-11,Transportation,-69.24,87370.45
2024-06-11,Healthcare,-306.74,87063.70999999999
2024-06-12,Personal/Entertainment,-286.81,86776.9
2024-06-12,Groceries,-76.79,86700.11
2024-06-15,Personal/Entertainment,-202.57,86497.54
2024-06-15,Groceries,-119.7,86377.84
2024-06-18,Insurance,-251.01,86126.83
2024-06-18,Transportation,-25.01,86101.82
2024-06-21,Groceries,-76.25,86025.57
2024-06-21,Transportation,-74.18,85951.39000000001
2024-06-23,Transportation,-54.48,85896.91000000002
2024-06-23,Groceries,-67.71,85829.20000000001
2024-06-25,Groceries,-84.23,85744.97000000002
2024-06-26,Personal/Entertainment,-289.84,85455.13000000002
2024-06-26,Personal/Entertainment,-133.73,85321.40000000002
2024-06-26,Insurance,-181.43,85139.97000000003
2024-06-30,Personal/Entertainment,-107.15,85032.82000000004
2024-06-30,Housing,-1888.29,83144.53000000004
2024-07-01,Groceries,-114.02,83030.51000000004
2024-07-01,Income,9401.18,92431.69000000003
2024-07-01,Groceries,-82.65,92349.04000000004
2024-07-02,Utilities,-275.83,92073.21000000004
2024-07-02,Utilities,-169.13,91904.08000000003
2024-07-02,Personal/Entertainment,-89.46,91814.62000000002
2024-07-06,Personal/Entertainment,-199.74,91614.88000000002
2024-07-07,Groceries,-44.26,91570.62000000002
2024-07-08,Healthcare,-153.88,91416.74000000002
2024-07-11,Insurance,-273.65,91143.09000000003
2024-07-12,Groceries,-139.51,91003.58000000003
2024-07-12,Housing,-1583.54,89420.04000000004
2024-07-12,Housing,-1734.26,87685.78000000004
2024-07-13,Personal/Entertainment,-231.29,87454.49000000005
2024-07-13,Housing,-1674.55,85779.94000000005
2024-07-17,Transportation,-78.67,85701.27000000005
2024-07-18,Housing,-1320.41,84380.86000000004
2024-07-18,Groceries,-41.14,84339.72000000004
2024-07-18,Groceries,-124.21,84215.51000000004
2024-07-21,Groceries,-80.38,84135.13000000003
2024-07-21,Transportation,-43.61,84091.52000000003
2024-07-22,Utilities,-195.53,83895.99000000003
2024-07-24,Transportation,-24.07,83871.92000000003
2024-07-24,Groceries,-60.75,83811.17000000003
2024-07-25,Housing,-1273.28,82537.89000000003
2024-07-27,Utilities,-233.56,82304.33000000003
2024-07-29,Housing,-1702.49,80601.84000000003
2024-07-30,Groceries,-72.21,80529.63000000002
2024-07-30,Insurance,-296.84,80232.79000000002
2024-08-01,Groceries,-56.17,80176.62000000002
2024-08-01,Income,8226.39,88403.01000000002
2024-08-02,Insurance,-218.84,88184.17000000003
2024-08-04,Groceries,-104.06,88080.11000000003
2024-08-04,Personal/Entertainment,-59.62,88020.49000000003
2024-08-05,Transportation,-35.1,87985.39000000003
2024-08-05,Groceries,-125.4,87859.99000000003
2024-08-11,Housing,-1929.19,85930.80000000003
2024-08-12,Personal/Entertainment,-180.76,85750.04000000004
2024-08-12,Groceries,-102.16,85647.88000000003
2024-08-13,Housing,-1610.55,84037.33000000003
2024-08-13,Personal/Entertainment,-260.39,83776.94000000003
2024-08-15,Healthcare,-314.76,83462.18000000004
2024-08-17,Transportation,-38.49,83423.69000000003
2024-08-17,Utilities,-115.48,83308.21000000004
2024-08-17,Groceries,-50.66,83257.55000000003
2024-08-18,Healthcare,-223.7,83033.85000000003
2024-08-18,Personal/Entertainment,-241.66,82792.19000000003
2024-08-18,Groceries,-68.7,82723.49000000003
2024-08-19,Personal/Entertainment,-95.18,82628.31000000004
2024-08-19,Personal/Entertainment,-139.97,82488.34000000004
2024-08-20,Personal/Entertainment,-35.47,82452.87000000004
2024-08-22,Transportation,-26.59,82426.28000000004
2024-08-22,Housing,-1237.16,81189.12000000004
2024-08-23,Transportation,-55.36,81133.76000000004
2024-08-23,Personal/Entertainment,-171.99,80961.77000000003
2024-08-25,Personal/Entertainment,-175.89,80785.88000000003
2024-08-26,Personal/Entertainment,-132.74,80653.14000000003
2024-08-26,Transportation,-55.79,80597.35000000003
2024-08-27,Personal/Entertainment,-199.71,80397.64000000003
2024-08-28,Utilities,-181.31,80216.33000000003
2024-08-31,Personal/Entertainment,-35.25,80181.08000000003
2024-08-31,Insurance,-218.42,79962.66000000003
2024-09-01,Transportation,-54.97,79907.69000000003
2024-09-01,Income,7735.96,87643.65000000004
2024-09-03,Personal/Entertainment,-145.37,87498.28000000004
2024-09-04,Insurance,-197.41,87300.87000000004
2024-09-05,Transportation,-33.92,87266.95000000004
2024-09-05,Personal/Entertainment,-251.87,87015.08000000005
2024-09-05,Personal/Entertainment,-229.09,86785.99000000005
2024-09-06,Personal/Entertainment,-278.66,86507.33000000005
2024-09-07,Transportation,-30.32,86477.01000000004
2024-09-08,Groceries,-95.15,86381.86000000004
2024-09-08,Transportation,-51.59,86330.27000000005
2024-09-09,Healthcare,-90.91,86239.36000000004
2024-09-09,Personal/Entertainment,-181.19,86058.17000000004
2024-09-09,Groceries,-69.62,85988.55000000005
2024-09-10,Housing,-1580.14,84408.41000000005
2024-09-12,Groceries,-92.08,84316.33000000005
2024-09-13,Transportation,-66.78,84249.55000000005
2024-09-15,Personal/Entertainment,-124.68,84124.87000000005
2024-09-18,Groceries,-124.68,84000.19000000006
2024-09-21,Transportation,-26.36,83973.83000000006
2024-09-21,Personal/Entertainment,-49.3,83924.53000000006
2024-09-22,Transportation,-50.5,83874.03000000006
2024-09-22,Personal/Entertainment,-255.86,83618.17000000006
2024-09-22,Personal/Entertainment,-28.23,83589.94000000006
2024-09-23,Groceries,-149.82,83440.12000000005
2024-09-23,Groceries,-72.69,83367.43000000005
2024-09-23,Personal/Entertainment,-40.41,83327.02000000005
2024-09-25,Personal/Entertainment,-82.24,83244.78000000004
2024-09-27,Transportation,-43.93,83200.85000000005
2024-09-27,Personal/Entertainment,-43.87,83156.98000000005
2024-09-28,Personal/Entertainment,-100.92,83056.06000000006
2024-09-29,Groceries,-147.24,82908.82000000005
